Year,Show_name,Potential_Gross,Difference,Average_ticket,Seats_Sold,Seats_in_theater,Previews,%cap,diff_cap
31-05-2009,Rock of Ages,778848,47681,66.57,7486,997,8,93.86,-3.04
31-05-2009,Shrek the Musical,1439800,-96500,73.8,9127,1735,8,65.76,-13.25
31-05-2009,South Pacific,987400,-84684,110.61,7093,1041,8,85.17,-10.46
31-05-2009,The 39 Steps,518320,-43620,46.81,2661,589,8,56.47,-0.36
31-05-2009,The Lion King,1482880,91240,94.26,12839,1654,8,97.03,-1.26
31-05-2009,The Little Mermaid,1299200,-76758,68.73,10171,1519,8,83.7,-9.97
31-05-2009,The Norman Conquests,666900,-7609,51.49,5772,780,8,92.5,11.33
31-05-2009,The Phantom of the Opera,1345685,-28838,71.05,10998,1615,8,85.12,-10.87
31-05-2009,The Philanthropist,627360,24351,52.6,3961,740,8,66.91,0.86
31-05-2009,Waiting for Godot,826585,84663,63.71,7852,1004,8,97.76,10.87
31-05-2009,West Side Story,1392960,61019,98.9,13203,1697,8,97.25,-3.53
31-05-2009,Wicked,1566495,136168,107.27,14472,1809,8,100,0
07-06-2009,9 to 5,1485180,-9123,75.78,9853,1611,8,76.45,-4.92
07-06-2009,Accent on Youth,470140,9543,52.76,3497,650,8,67.25,-3.54
07-06-2009,August: Osage County,829236,0,49.05,4169,979,8,53.23,0
07-06-2009,Avenue Q,628840,-16845,64.06,3521,796,8,55.29,-5.91
07-06-2009,Billy Elliot: The Musical,1265320,9310,113.14,11161,1421,8,98.18,-0.85
07-06-2009,Blithe Spirit,1183830,13725,73.41,6741,1479,8,56.97,-1.22
07-06-2009,Chicago,989860,5678,76.18,6399,1080,8,74.06,1
07-06-2009,Exit the King,861750,28235,73.03,7202,1050,8,85.74,3.67
07-06-2009,God of Carnage,898170,17606,105.34,8818,1078,8,102.25,0.6
07-06-2009,Guys and Dolls,1126360,-11611,70.17,5956,1217,8,61.18,-11.05
07-06-2009,Hair,1257590,57456,88.61,10430,1412,8,92.33,2.39
07-06-2009,In the Heights,1159600,10343,83.51,8344,1365,8,76.41,-0.24
07-06-2009,Irena's Vow,670848,-2681,41.68,4184,947,8,55.23,3.92
07-06-2009,Jersey Boys,1123480,-3561,113.5,9741,1222,8,99.64,-0.68
07-06-2009,Joe Turner's Come and Gone,676160,92606,50.51,7440,1001,8,92.91,21.36
07-06-2009,Mamma Mia!,1312030,-3216,80.43,10514,1498,8,87.73,-2.28
07-06-2009,Mary Poppins,1379200,-47723,66.73,10434,1797,8,72.58,-8.08
07-06-2009,Mary Stuart,873600,-569,65.05,5135,1150,8,55.82,1.21
07-06-2009,Next to Normal,552247,6354,67.85,5357,772,7,99.13,7.16
07-06-2009,Reasons to Be Pretty,661040,-7342,46.64,3449,910,8,47.38,-2.91
07-06-2009,Rock of Ages,778848,-35325,65.46,7073,997,8,88.68,-5.18
07-06-2009,Shrek the Musical,1494740,23131,64.2,10851,1733,8,78.27,12.51
07-06-2009,South Pacific,987400,28385,110.21,7376,1041,8,88.57,3.4
07-06-2009,The 39 Steps,518320,17447,53.88,2636,589,8,55.94,-0.53
07-06-2009,The Lion King,1482880,4485,95.87,12669,1654,8,95.75,-1.28
07-06-2009,The Little Mermaid,1299200,-72230,73.44,8535,1519,8,70.24,-13.46
07-06-2009,The Norman Conquests,666900,-36751,45.87,5678,780,8,90.99,-1.51
07-06-2009,The Phantom of the Opera,1345685,-45443,71.06,10358,1615,8,80.17,-4.95
07-06-2009,The Philanthropist,627360,13152,53.02,4178,740,8,70.57,3.66
07-06-2009,Waiting for Godot,826585,19809,65.04,7996,1004,8,99.55,1.79
07-06-2009,West Side Story,1392960,20184,101.57,13055,1697,8,96.16,-1.09
07-06-2009,Wicked,1566495,-6461,106.82,14472,1809,8,100,0
14-06-2009,9 to 5,1485180,75560,76.95,10685,1611,8,82.91,6.46
14-06-2009,Accent on Youth,470140,2358,50.37,3710,650,8,71.35,4.1
14-06-2009,August: Osage County,829236,21655,48.48,4665,979,8,59.56,6.33
14-06-2009,Avenue Q,628840,49659,64.05,4297,796,8,67.48,12.19
14-06-2009,Billy Elliot: The Musical,1277980,138588,123.26,11369,1421,8,100.01,1.83
14-06-2009,Blithe Spirit,1183830,83569,73.52,7867,1479,8,66.49,9.52
14-06-2009,Chicago,989860,77435,76.12,7422,1080,8,85.9,11.84
14-06-2009,Exit the King,861750,119926,80.38,8035,1050,8,95.65,9.91
14-06-2009,God of Carnage,898170,24644,108.1,8821,1078,8,102.28,0.03
14-06-2009,Guys and Dolls,1126360,152996,65.45,8723,1217,8,89.6,28.42
14-06-2009,Hair,1257590,138201,94.09,11292,1412,8,99.96,7.63
14-06-2009,In the Heights,1159600,92635,82.15,9610,1365,8,88,11.59
14-06-2009,Irena's Vow,670848,21846,41.42,4738,947,8,62.54,7.31
14-06-2009,Jersey Boys,1123480,49997,116.73,9900,1222,8,101.27,1.63
14-06-2009,Joe Turner's Come and Gone,676160,75617,55.19,8180,1001,8,102.15,9.24
14-06-2009,Mamma Mia!,1319520,116456,83.84,11475,1498,8,95.75,8.02
14-06-2009,Mary Poppins,1379200,158987,68.53,12480,1797,8,86.81,14.23
14-06-2009,Mary Stuart,873600,8862,64.67,5302,1150,8,57.63,1.81
14-06-2009,Next to Normal,633368,73788,74.87,5840,772,8,94.56,-4.57
14-06-2009,Reasons to Be Pretty,661040,100774,48.36,5410,910,8,74.31,26.93
14-06-2009,Rock of Ages,778848,132739,78.19,7620,997,8,95.54,6.86
14-06-2009,Shrek the Musical,1510000,182798,78.96,11138,1733,8,80.34,2.07
14-06-2009,South Pacific,987400,3153,109.26,7469,1041,8,89.69,1.12
14-06-2009,The 39 Steps,518320,17470,50.7,3146,589,8,66.77,10.83
14-06-2009,The Lion King,1482880,97646,99.16,13234,1654,8,100.02,4.27
14-06-2009,The Little Mermaid,1299200,141549,72.52,10594,1519,8,87.18,16.94
14-06-2009,The Norman Conquests,666900,34304,53.73,5486,780,8,87.92,-3.07
14-06-2009,The Phantom of the Opera,1345685,132582,72.53,11975,1615,8,92.69,12.52
14-06-2009,The Philanthropist,627360,24089,52.72,4658,740,8,78.68,8.11
14-06-2009,Waiting for Godot,826585,19444,67.76,7962,1004,8,99.13,-0.42
14-06-2009,West Side Story,1392960,43270,101.48,13493,1697,8,99.39,3.23
14-06-2009,Wicked,1566495,26206,108.63,14472,1809,8,100,0
21-06-2009,9 to 5,1485180,-22125,80.86,9895,1611,8,76.78,-6.13
21-06-2009,Accent on Youth,470140,-44483,35.57,4003,650,8,76.98,5.63
21-06-2009,August: Osage County,829236,56007,55.41,5092,979,8,65.02,5.46
21-06-2009,Avenue Q,628840,16586,63.18,4619,796,8,72.53,5.05
21-06-2009,Billy Elliot: The Musical,1277980,24046,125.37,11370,1421,8,100.02,0.01
21-06-2009,Blithe Spirit,1183830,26076,75.21,8037,1479,8,67.93,1.44
21-06-2009,Chicago,989860,37312,78.5,7672,1080,8,88.8,2.9
21-06-2009,God of Carnage,898170,15721,109.88,8821,1078,8,102.28,0
21-06-2009,Hair,1257590,32331,96.36,11361,1412,8,100.58,0.62
21-06-2009,In the Heights,1159600,0,82.15,9610,1365,8,88,0
21-06-2009,Irena's Vow,670848,-1234,36.88,5287,947,8,69.79,7.25
21-06-2009,Jersey Boys,1123480,-5167,116.18,9902,1222,8,101.29,0.02
21-06-2009,Mamma Mia!,1319520,2738,83.78,11516,1498,8,96.09,0.34
21-06-2009,Mary Poppins,1379200,15237,69.23,12574,1797,8,87.47,0.66
21-06-2009,Mary Stuart,873600,-22622,65.18,4914,1150,8,53.41,-4.22
21-06-2009,Next to Normal,633368,13649,75.97,5935,772,8,96.1,1.54
21-06-2009,Rock of Ages,778848,23850,79.82,7763,997,8,97.33,1.79
21-06-2009,Shrek the Musical,1510000,79083,81.54,11756,1733,8,84.8,4.46
21-06-2009,South Pacific,987400,52142,107.15,8103,1041,8,97.3,7.61
21-06-2009,The 39 Steps,530100,37417,55.31,3560,589,8,75.55,8.78
21-06-2009,The Lion King,1482880,14161,100.2,13238,1654,8,100.05,0.03
21-06-2009,The Little Mermaid,1299200,82084,75.83,11215,1519,8,92.29,5.11
21-06-2009,The Norman Conquests,666900,38391,57.51,5793,780,8,92.84,4.92
21-06-2009,The Phantom of the Opera,1345685,50376,74.37,12356,1615,8,95.63,2.94
21-06-2009,The Philanthropist,627360,15630,52.16,5008,740,8,84.59,5.91
21-06-2009,Waiting for Godot,826585,21720,68.35,8211,1004,8,102.23,3.1
21-06-2009,West Side Story,1392960,11005,100.78,13696,1697,8,100.88,1.49
21-06-2009,Wicked,1566495,7457,109.15,14472,1809,8,100,0
28-06-2009,9 to 5,1485180,-16632,78.9,9929,1611,8,77.04,0.26
28-06-2009,Accent on Youth,470140,20648,36.42,4477,650,8,86.1,9.12
28-06-2009,August: Osage County,829236,132442,58.98,7029,979,8,89.75,24.73
28-06-2009,Avenue Q,628840,43906,62.56,5366,796,8,84.27,11.74
28-06-2009,Billy Elliot: The Musical,1277980,-515,125.34,11368,1421,8,100,-0.02
28-06-2009,Blithe Spirit,1183830,-6825,74.47,8026,1479,8,67.83,-0.1
28-06-2009,Chicago,989860,17568,81.51,7604,1080,8,88.01,-0.79
28-06-2009,God of Carnage,898170,3676,110.58,8799,1078,8,102.03,-0.25
28-06-2009,Hair,1257590,36711,99.38,11385,1412,8,100.79,0.21
28-06-2009,In the Heights,1159600,0,87.21,9939,1365,8,91.02,0
28-06-2009,Irena's Vow,670848,142100,50.91,6622,947,8,87.41,17.62
28-06-2009,Jersey Boys,1123480,771,116.33,9896,1222,8,101.23,-0.06
28-06-2009,Mamma Mia!,1319520,23641,85.14,11610,1498,8,96.88,0.79
28-06-2009,Mary Poppins,1379200,-25416,73.96,11426,1797,8,79.48,-7.99
28-06-2009,Mary Stuart,873600,-7059,61.66,5080,1150,8,55.22,1.81
28-06-2009,Next to Normal,633368,29634,79.57,6039,772,8,97.78,1.68
28-06-2009,Rock of Ages,778848,36341,83.22,7882,997,8,98.82,1.49
28-06-2009,Shrek the Musical,1510000,-857,79.32,12074,1733,8,87.09,2.29
28-06-2009,South Pacific,987400,19900,107.59,8255,1041,8,99.12,1.82
28-06-2009,The 39 Steps,530100,1628,52.69,3768,589,8,79.97,4.42
28-06-2009,The Lion King,1482880,44995,108.36,12656,1654,8,95.65,-4.4
28-06-2009,The Little Mermaid,1299200,13336,78.21,11044,1519,8,90.88,-1.41
28-06-2009,The Norman Conquests,666900,-17158,62.54,5053,780,8,80.98,-11.86
28-06-2009,The Phantom of the Opera,1345685,16435,76.15,12284,1615,8,95.08,-0.55
28-06-2009,The Philanthropist,627360,35065,51.65,5736,740,8,96.89,12.3
28-06-2009,Waiting for Godot,826585,1964,68.22,8256,1004,8,102.79,0.56
28-06-2009,West Side Story,1392960,2323,100.62,13741,1697,8,101.22,0.34
28-06-2009,Wicked,1566495,26571,110.98,14472,1809,8,100,0
05-07-2009,9 to 5,1485180,-108299,69.81,9671,1611,8,75.04,-2
05-07-2009,Avenue Q,668680,-17072,64.29,4956,796,8,77.83,-6.44
05-07-2009,Billy Elliot: The Musical,1253100,-73885,118.83,11369,1421,8,100.01,0.01
05-07-2009,Blithe Spirit,1183830,-49351,68.58,7995,1479,8,67.57,-0.26
05-07-2009,Chicago,985680,-48793,81.33,7021,1080,8,81.26,-6.75
05-07-2009,God of Carnage,898170,-39531,107.54,8680,1078,8,100.65,-1.38
05-07-2009,Hair,1257590,-131987,91.23,10956,1412,8,96.99,-3.8
05-07-2009,In the Heights,1159600,-84080,75.12,10419,1365,8,95.41,4.39
05-07-2009,Jersey Boys,1123480,-49832,113.32,9719,1222,8,99.42,-1.81
05-07-2009,Mamma Mia!,1297905,-34715,79.8,11952,1498,8,99.73,2.85
05-07-2009,Mary Poppins,1379200,-66601,69.52,11198,1797,8,77.89,-1.59
05-07-2009,Mary Stuart,873600,-26132,56.39,5091,1150,8,55.34,0.12
05-07-2009,Next to Normal,633368,-61891,70.08,5974,772,8,96.73,-1.05
05-07-2009,Rock of Ages,778848,-86530,72.36,7869,997,8,98.66,-0.16
05-07-2009,Shrek the Musical,1510000,-104614,67.25,12686,1733,8,91.5,4.41
05-07-2009,South Pacific,987400,-142170,99.21,7519,1041,8,90.29,-8.83
05-07-2009,The 39 Steps,530100,-2563,53.09,3691,589,8,78.33,-1.64
05-07-2009,The Lion King,1482880,-77277,106.84,12113,1654,8,91.54,-4.11
05-07-2009,The Little Mermaid,1299200,-54160,77.98,10382,1519,8,85.43,-5.45
05-07-2009,The Norman Conquests,666900,4405,56.75,5646,780,8,90.48,9.5
05-07-2009,The Phantom of the Opera,1345685,-62156,76.67,11390,1615,8,88.16,-6.92
05-07-2009,Waiting for Godot,826585,-14066,65.88,8336,1004,8,103.78,0.99
05-07-2009,West Side Story,1392960,-128627,99.22,12639,1697,8,93.1,-8.12
05-07-2009,Wicked,1566495,-32957,108.91,14445,1809,8,99.81,-0.19
12-07-2009,9 to 5,1485180,19134,72.8,9537,1611,8,74,-1.04
12-07-2009,Avenue Q,676600,18346,69.58,4843,796,8,76.05,-1.78
12-07-2009,Billy Elliot: The Musical,1277980,84702,126.31,11367,1421,8,99.99,-0.02
12-07-2009,Blithe Spirit,1183830,56973,74.48,8127,1479,8,68.69,1.12
12-07-2009,Chicago,989860,46364,77.2,7997,1080,8,92.56,11.3
12-07-2009,God of Carnage,898170,37725,110.13,8818,1078,8,102.25,1.6
12-07-2009,Hair,1257590,78107,94.59,11392,1412,8,100.85,3.86
12-07-2009,In the Heights,1159600,27982,80.7,10045,1365,8,91.99,-3.42
12-07-2009,Jersey Boys,1123480,49663,116.35,9893,1222,8,101.2,1.78
12-07-2009,Mamma Mia!,1326155,40609,86.99,11430,1498,8,95.38,-4.35
12-07-2009,Mary Poppins,1379200,72626,72.61,11721,1797,8,81.53,3.64
12-07-2009,Mary Stuart,873600,15561,55.44,5459,1150,8,59.34,4
12-07-2009,Next to Normal,633368,13060,76.41,5650,772,8,91.48,-5.25
12-07-2009,Rock of Ages,778848,66201,83.09,7650,997,8,95.91,-2.75
12-07-2009,Shrek the Musical,1510000,93483,75.58,12524,1733,8,90.33,-1.17
12-07-2009,South Pacific,987400,71746,103.29,7917,1041,8,95.06,4.77
12-07-2009,The 39 Steps,530100,-5543,57.08,3336,589,8,70.8,-7.53
12-07-2009,The Lion King,1482880,134087,109.16,13084,1654,8,98.88,7.34
12-07-2009,The Little Mermaid,1299200,121850,81.96,11364,1519,8,93.52,8.09
12-07-2009,The Norman Conquests,666900,-1284,57.68,5532,780,8,88.65,-1.83
12-07-2009,The Phantom of the Opera,1345685,39266,76.57,11918,1615,8,92.24,4.08
12-07-2009,Waiting for Godot,946990,118945,80.71,8278,1004,8,103.06,-0.72
12-07-2009,West Side Story,1392960,83986,99.85,13400,1697,8,98.7,5.6
12-07-2009,Wicked,1566495,43486,111.71,14472,1809,8,100,0.19
19-07-2009,9 to 5,1485180,-31909,76.8,8624,1611,8,66.91,-7.09
19-07-2009,Avenue Q,676600,3338,72.01,4726,796,8,74.21,-1.84
19-07-2009,Billy Elliot: The Musical,1277980,7837,126.96,11370,1421,8,100.02,0.03
19-07-2009,Blithe Spirit,1183830,130655,77.43,9505,1479,8,80.33,11.64
19-07-2009,Chicago,1043160,32065,79.65,8154,1080,8,94.38,1.82
19-07-2009,God of Carnage,898170,18084,112.22,8815,1078,8,102.21,-0.04
19-07-2009,Hair,1257590,29603,97.45,11362,1412,8,100.58,-0.27
19-07-2009,In the Heights,1159600,43369,88.35,9667,1365,8,88.53,-3.46
19-07-2009,Jersey Boys,1123480,-3094,115.99,9897,1222,8,101.24,0.04
19-07-2009,Mamma Mia!,1326155,23382,89.72,11343,1498,8,94.65,-0.73
19-07-2009,Mary Poppins,1379200,30411,73.42,12006,1797,8,83.51,1.98
19-07-2009,Mary Stuart,873600,-12748,59.59,4865,1150,8,52.88,-6.46
19-07-2009,Next to Normal,633368,13808,79.19,5626,772,8,91.09,-0.39
19-07-2009,Rock of Ages,778848,15415,83.97,7753,997,8,97.2,1.29
19-07-2009,Shrek the Musical,1510000,24980,79.67,12194,1733,8,87.95,-2.38
19-07-2009,South Pacific,987400,-15533,102.83,7801,1041,8,93.67,-1.39
19-07-2009,The 39 Steps,530100,4918,58.82,3321,589,8,70.48,-0.32
19-07-2009,The Lion King,1482880,27596,110.04,13230,1654,8,99.98,1.1
19-07-2009,The Little Mermaid,1299200,65315,84.54,11790,1519,8,97.02,3.5
19-07-2009,The Norman Conquests,666900,33264,60.53,5822,780,8,93.3,4.65
19-07-2009,The Phantom of the Opera,1345685,66061,78.78,12421,1615,8,96.14,3.9
19-07-2009,West Side Story,1392960,-23527,100.15,13125,1697,8,96.68,-2.02
19-07-2009,Wicked,1566495,17736,112.93,14472,1809,8,100,0
26-07-2009,9 to 5,1485180,32289,77.29,8987,1611,8,69.73,2.82
26-07-2009,Avenue Q,676600,21454,73.26,4938,796,8,77.54,3.33
26-07-2009,Billy Elliot: The Musical,1277980,-23857,124.89,11368,1421,8,100,-0.02
26-07-2009,Burn the Floor,198028,0,49.33,2016,1062,0,94.92,0
26-07-2009,Chicago,1053960,59186,84.68,8368,1080,8,96.85,2.47
26-07-2009,God of Carnage,898170,10853,113.4,8819,1078,8,102.26,0.05
26-07-2009,Hair,1257590,-16263,96.11,11351,1412,8,100.49,-0.09
26-07-2009,In the Heights,1159600,14231,87.11,9967,1365,8,91.27,2.74
26-07-2009,Jersey Boys,1123480,7485,116.73,9898,1222,8,101.25,0.01
26-07-2009,Mamma Mia!,1326155,58327,92.44,11640,1498,8,97.13,2.48
26-07-2009,Mary Poppins,1379200,100774,73.55,13355,1797,8,92.9,9.39
26-07-2009,Mary Stuart,873600,39842,57.03,5782,1150,8,62.85,9.97
26-07-2009,Next to Normal,633368,7773,78.21,5796,772,8,93.85,2.76
26-07-2009,Rock of Ages,778848,31170,86.7,7869,997,8,98.66,1.46
26-07-2009,Shrek the Musical,1510000,44766,81.47,12474,1733,8,89.97,2.02
26-07-2009,South Pacific,987400,4497,101.49,7948,1041,8,95.44,1.77
26-07-2009,The 39 Steps,530100,47596,59.53,4081,589,8,86.61,16.13
26-07-2009,The Lion King,1482880,17839,111.32,13238,1654,8,100.05,0.07
26-07-2009,The Little Mermaid,1299200,93283,90.56,12037,1519,8,99.05,2.03
26-07-2009,The Norman Conquests,666900,43787,64.36,6155,780,8,98.64,5.34
26-07-2009,The Phantom of the Opera,1345685,35892,79.56,12751,1615,8,98.69,2.55
26-07-2009,West Side Story,1392960,19408,99.3,13433,1697,8,98.95,2.27
26-07-2009,Wicked,1566495,-1529,112.83,14472,1809,8,100,0
02-08-2009,9 to 5,1485180,-29548,76.43,8702,1611,8,67.52,-2.21
02-08-2009,Avenue Q,676600,48481,76.91,5334,796,8,83.76,6.22
02-08-2009,Billy Elliot: The Musical,1277980,541,124.98,11364,1421,8,99.96,-0.04
02-08-2009,Burn the Floor,693168,160330,38.39,6767,1045,1,92.51,-2.41
02-08-2009,Chicago,1053960,-19002,84.53,8158,1080,8,94.42,-2.43
02-08-2009,God of Carnage,898170,0,113.4,8819,1078,8,102.26,0
02-08-2009,Hair,1257590,11230,97.44,11311,1412,8,100.13,-0.36
02-08-2009,In the Heights,1159600,18685,89.11,9954,1365,8,91.15,-0.12
02-08-2009,Jersey Boys,1123480,-5073,116.21,9899,1222,8,101.26,0.01
02-08-2009,Mamma Mia!,1326155,3886,91.14,11849,1498,8,98.87,1.74
02-08-2009,Mary Poppins,1379200,35075,74.52,13652,1797,8,94.96,2.06
02-08-2009,Mary Stuart,873600,13404,59.01,5815,1150,8,63.21,0.36
02-08-2009,Next to Normal,633368,3048,79.56,5736,772,8,92.88,-0.97
02-08-2009,Rock of Ages,778848,8367,87.11,7928,997,8,99.4,0.74
02-08-2009,Shrek the Musical,1510000,-7768,82.08,12287,1733,8,88.63,-1.34
02-08-2009,South Pacific,987400,-3324,102.01,7875,1041,8,94.56,-0.88
02-08-2009,The 39 Steps,530100,5192,62.3,3983,589,8,84.53,-2.08
02-08-2009,The Lion King,1482880,-6451,111.41,13170,1654,8,99.53,-0.52
02-08-2009,The Little Mermaid,1299200,49129,94.69,12030,1519,8,99,-0.05
02-08-2009,The Phantom of the Opera,1345685,-12396,79.57,12594,1615,8,97.48,-1.21
02-08-2009,West Side Story,1392960,-35305,97.5,13319,1697,8,98.11,-0.84
02-08-2009,Wicked,1566495,-5617,112.44,14472,1809,8,100,0
09-08-2009,9 to 5,1485180,47313,75.8,9399,1611,8,72.93,5.41
09-08-2009,Avenue Q,676600,12254,76.82,5500,796,8,86.37,2.61
09-08-2009,Billy Elliot: The Musical,1277980,29166,127.52,11366,1421,8,99.98,0.02
09-08-2009,Burn the Floor,693168,280394,66.33,8144,1051,8,96.86,4.35
09-08-2009,Chicago,1053960,32499,86.6,8339,1080,8,96.52,2.1
09-08-2009,Hair,1257590,10096,98.23,11323,1412,8,100.24,0.11
09-08-2009,In the Heights,1159600,16306,90.81,9947,1365,8,91.09,-0.06
09-08-2009,Jersey Boys,1123480,12092,117.43,9899,1222,8,101.26,0
09-08-2009,Mamma Mia!,1326155,20725,92.37,11916,1498,8,99.43,0.56
09-08-2009,Mary Poppins,1379200,51701,77.49,13796,1797,8,95.97,1.01
09-08-2009,Mary Stuart,873600,65603,59.5,6870,1150,8,74.67,11.46
09-08-2009,Next to Normal,633368,24033,81.79,5873,772,8,95.09,2.21
09-08-2009,Rock of Ages,778848,15214,89.34,7900,997,8,99.05,-0.35
09-08-2009,Shrek the Musical,1510000,54163,82.09,12946,1733,8,93.38,4.75
09-08-2009,South Pacific,987400,37599,102.68,8190,1041,8,98.34,3.78
09-08-2009,The 39 Steps,530100,30552,65.25,4271,589,8,90.64,6.11
09-08-2009,The Lion King,1482880,26272,112.85,13234,1654,8,100.02,0.49
09-08-2009,The Little Mermaid,1299200,46992,97.59,12154,1519,8,100.02,1.02
09-08-2009,The Phantom of the Opera,1345685,70104,83.89,12781,1615,8,98.92,1.44
09-08-2009,West Side Story,1392960,16764,98.34,13375,1697,8,98.52,0.41
09-08-2009,Wicked,1566495,22220,113.98,14472,1809,8,100,0
16-08-2009,9 to 5,1485180,0,75.8,9399,1611,8,72.93,0
16-08-2009,Avenue Q,676600,7790,76.04,5659,796,8,88.87,2.5
16-08-2009,Billy Elliot: The Musical,1277980,-29742,124.86,11370,1421,8,100.02,0.04
16-08-2009,Burn the Floor,693168,124829,80.42,8269,1051,8,98.35,1.49
16-08-2009,Chicago,1053960,-17298,85.36,8257,1080,8,95.57,-0.95
16-08-2009,Hair,1257590,-4232,97.66,11346,1412,8,100.44,0.2
16-08-2009,In the Heights,1159600,-86528,89.61,9114,1365,8,83.46,-7.63
16-08-2009,Jersey Boys,1123480,-7899,116.62,9900,1222,8,101.27,0.01
16-08-2009,Mamma Mia!,1326155,-14916,93.84,11570,1498,8,96.55,-2.88
16-08-2009,Mary Poppins,1379200,-45775,80.96,12639,1797,8,87.92,-8.05
16-08-2009,Mary Stuart,873600,5488,64.46,6426,1150,8,69.85,-4.82
16-08-2009,Next to Normal,633368,-11930,82.33,5690,772,8,92.13,-2.96
16-08-2009,Rock of Ages,778848,-30984,87.6,7703,997,8,96.58,-2.47
16-08-2009,Shrek the Musical,1510000,-114606,81.65,11612,1733,8,83.76,-9.62
16-08-2009,South Pacific,987400,-25722,104.56,7797,1041,8,93.62,-4.72
16-08-2009,The 39 Steps,530100,-24281,64.31,3956,589,8,83.96,-6.68
16-08-2009,The Lion King,1482880,-13889,111.8,13234,1654,8,100.02,0
16-08-2009,The Little Mermaid,1299200,23943,99.01,12222,1519,8,100.58,0.56
16-08-2009,The Phantom of the Opera,1345685,13598,84.33,12875,1615,8,99.65,0.73
16-08-2009,West Side Story,1392960,-55619,97.3,12946,1697,8,95.36,-3.16
16-08-2009,Wicked,1566495,-3971,113.7,14472,1809,8,100,0
23-08-2009,9 to 5,1485180,0,74.27,7937,1611,8,61.58,0
23-08-2009,Avenue Q,676600,23829,76.3,5952,796,8,93.47,4.6
23-08-2009,Billy Elliot: The Musical,1277980,-5948,124.36,11368,1421,8,100,-0.02
23-08-2009,Burn the Floor,693168,-238701,67,6363,1051,8,75.68,-22.67
23-08-2009,Chicago,1053960,-49718,82.06,7983,1080,8,92.4,-3.17
23-08-2009,Hair,1257590,-69865,93.75,11073,1412,8,98.03,-2.41
23-08-2009,In the Heights,1159600,-34212,88.46,8846,1365,8,81.01,-2.45
23-08-2009,Jersey Boys,1123480,-28449,113.91,9886,1222,8,101.13,-0.14
23-08-2009,Mamma Mia!,1326155,-65838,90.47,11273,1498,8,94.07,-2.48
23-08-2009,Mary Poppins,1379200,-70714,74.55,12778,1797,8,88.88,0.96
23-08-2009,Next to Normal,633368,-12163,81.74,5582,772,8,90.38,-1.75
23-08-2009,Rock of Ages,778848,-38378,85.42,7451,997,8,93.42,-3.16
23-08-2009,Shrek the Musical,1510000,-90649,81.55,10515,1733,8,75.84,-7.92
23-08-2009,South Pacific,987400,-33303,103.51,7554,1041,8,90.71,-2.91
23-08-2009,The 39 Steps,530100,-5499,62.95,3954,589,8,83.91,-0.05
23-08-2009,The Lion King,1482880,-34980,109.74,13164,1654,8,99.49,-0.53
23-08-2009,The Little Mermaid,1299200,2680,99.07,12242,1519,8,100.74,0.16
23-08-2009,The Phantom of the Opera,1345685,-116551,81.48,11895,1615,8,92.07,-7.58
23-08-2009,West Side Story,1392960,-106247,95.55,12071,1697,8,88.91,-6.45
23-08-2009,Wicked,1566495,-10645,112.97,14472,1809,8,100,0
30-08-2009,9 to 5,1485180,-10005,74.62,7765,1611,8,60.25,-1.33
30-08-2009,Avenue Q,676600,2636,77.12,5923,796,8,93.01,-0.46
30-08-2009,Billy Elliot: The Musical,1277980,-14811,123.08,11366,1421,8,99.98,-0.02
30-08-2009,Burn the Floor,693168,-21802,65.74,6153,1051,8,73.18,-2.5
30-08-2009,Chicago,1053960,-69160,79.84,7339,1080,8,84.94,-7.46
30-08-2009,Hair,1257590,-35108,91.01,11021,1412,8,97.57,-0.46
30-08-2009,In the Heights,1159600,-84935,85.11,8196,1365,8,75.05,-5.96
30-08-2009,Jersey Boys,1123480,17160,115.51,9897,1222,8,101.24,0.11
30-08-2009,Mamma Mia!,1326155,-27808,88.97,11151,1498,8,93.05,-1.02
30-08-2009,Mary Poppins,1379200,-85133,73.86,11745,1797,8,81.7,-7.18
30-08-2009,Next to Normal,633368,-52749,76.88,5249,772,8,84.99,-5.39
30-08-2009,Rock of Ages,778848,-26730,84.53,7213,997,8,90.43,-2.99
30-08-2009,Shrek the Musical,1510000,-126231,79.08,9246,1733,8,66.69,-9.15
30-08-2009,South Pacific,987400,-79624,100.78,6969,1041,8,83.68,-7.03
30-08-2009,The 39 Steps,530100,-466,67.04,3706,589,8,78.65,-5.26
30-08-2009,The Lion King,1482880,-93863,107.69,12543,1654,8,94.79,-4.7
30-08-2009,The Little Mermaid,1299200,-1117,99.19,12215,1519,8,100.52,-0.22
30-08-2009,The Phantom of the Opera,1345685,-89286,80.2,10971,1615,8,84.91,-7.16
30-08-2009,West Side Story,1392960,-88524,95.2,11186,1697,8,82.4,-6.51
30-08-2009,Wicked,1566495,-25816,111.18,14472,1809,8,100,0
06-09-2009,9 to 5,1485180,110347,64.09,10763,1611,8,83.51,23.26
06-09-2009,Avenue Q,676600,41571,81.35,6126,796,8,96.2,3.19
06-09-2009,Billy Elliot: The Musical,1277980,23371,125.1,11369,1421,8,100.01,0.03
06-09-2009,Burn the Floor,693168,-16603,66.62,5823,1051,8,69.26,-3.92
06-09-2009,Chicago,1053960,64181,82.31,7899,1080,8,91.42,6.48
06-09-2009,Hair,1257590,-50831,89.45,10645,1412,8,94.24,-3.33
